id_artikel,judul,isi_artikel,kategori,status_artikel,id_penulis,id_verifikator,tanggal_publish,created_at,updated_at
29,Pentingnya Buku KIA (Bagian 1),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Imunisasi,Ditolak,231487,229645,,2026-03-19 17:20:46,2026-03-19 17:20:46
30,Deteksi Dini TBC pada Anak (Bagian 1),"Pengobatan TBC anak harus tuntas minimal 6 bulan dengan kombinasi obat OAT (Obat Anti Tuberkulosis). Putus obat dapat menyebabkan resistensi dan kambuh. Orang tua harus memastikan anak minum obat secara teratur.

Kontak erat dengan penderita TBC dewasa meningkatkan risiko penularan pada anak. Lingkungan rumah dengan ventilasi dan sinar matahari cukup membantu mencegah penularan. Segera periksa jika ada kontak dengan penderita TBC.

Tuberkulosis (TBC) pada anak dapat dicegah dengan vaksin BCG yang diberikan segera setelah lahir. Gejala TBC anak: batuk lebih dari 3 minggu, berat badan tidak naik, demam berkepanjangan, keringat malam tanpa aktivitas berat.",Tumbuh Kembang,Menunggu Verifikasi,246394,,,2025-10-03 13:21:03,2025-10-03 13:21:03
31,Manfaat Posyandu untuk Balita (Bagian 1),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Penyakit,Ditolak,212221,247893,,2025-10-18 15:23:17,2025-10-18 15:23:17
32,Pencegahan Stunting Sejak Dini (Bagian 1),"Stunting adalah kondisi gagal tumbuh pada anak akibat kekurangan gizi kronis dalam 1000 hari pertama kehidupan. Anak stunting memiliki tinggi badan di bawah standar usianya. Pencegahan stunting dimulai sejak masa kehamilan dengan asupan gizi yang cukup, pemberian ASI eksklusif 6 bulan, MPASI bergizi, dan imunisasi lengkap.

Pemantauan pertumbuhan di posyandu setiap bulan sangat penting untuk deteksi dini stunting. Ibu hamil perlu mengonsumsi tablet tambah darah dan makanan berprotein tinggi seperti telur, ikan, dan daging. Sanitasi yang buruk juga berkontribusi terhadap stunting, jadi jaga kebersihan lingkungan.

Stunting dapat dicegah dengan intervensi gizi spesifik dan sensitif. Intervensi spesifik meliputi suplementasi zat besi pada ibu hamil dan imunisasi. Intervensi sensitif meliputi penyediaan air bersih, sanitasi, dan jaminan sosial. Mari bersama-sama wujudkan generasi bebas stunting.",Kehamilan,Dipublikasikan,225699,247893,2026-03-12,2026-05-21 10:22:34,2026-05-21 10:22:34
33,Manfaat Imunisasi untuk Anak (Bagian 1),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Tumbuh Kembang,Draft,235510,,,2026-05-07 18:25:18,2026-05-07 18:25:18
34,Vaksin MR dan Polio (Bagian 1),"Kekebalan kelompok hanya tercapai jika cakupan imunisasi tinggi. Mari dukung program imunisasi nasional dengan membawa anak ke posyandu atau puskesmas terdekat. Imunisasi aman, efektif, dan gratis.

Vaksin MR melindungi dari campak (measles) dan rubella yang dapat menyebabkan kecacatan bawaan. Vaksin polio mencegah kelumpuhan akibat virus polio yang menyerang sistem saraf. Vaksin BCG diberikan untuk mencegah tuberkulosis berat pada anak.

Vaksin DPT-HB-Hib melindungi dari difteri, pertusis, tetanus, hepatitis B, dan Hib. Pastikan anak mendapatkan imunisasi lengkap sesuai jadwal untuk kekebalan optimal. Imunisasi merupakan hak anak dan kewajiban orang tua untuk melindungi generasi masa depan.",Kehamilan,Draft,232501,,,2026-01-06 17:09:11,2026-01-06 17:09:11
35,Peran Bidan di Masyarakat (Bagian 1),"Bidan juga berperan dalam memberikan penyuluhan tentang ASI eksklusif, KB, imunisasi, gizi, dan pencegahan stunting. Kunjungi bidan secara rutin untuk memastikan kehamilan sehat dan tumbuh kembang anak optimal.

Di desa terpencil, bidan sering menjadi satu-satunya fasilitas kesehatan yang mudah dijangkau. Bidan bekerja sama dengan kader posyandu untuk memantau ibu hamil dan balita di wilayahnya. Jangan ragu untuk berkonsultasi dengan bidan tentang kesehatan ibu dan anak.

Bidan adalah tenaga kesehatan yang bertugas memberikan pelayanan kebidanan dan kesehatan ibu-anak. Peran bidan meliputi pemeriksaan kehamilan, pertolongan persalinan, perawatan nifas, imunisasi, dan konseling kesehatan reproduksi.",Kehamilan,Draft,230945,,,2025-12-30 08:56:03,2025-12-30 08:56:03
36,Perkembangan Motorik Anak Usia 0-2 Tahun (Bagian 1),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Imunisasi,Diarsipkan,235843,,,2025-11-29 05:41:58,2025-11-29 05:41:58
37,Pemberian ASI Eksklusif (Bagian 1),"Jika ibu bekerja, ASI dapat diperah dan disimpan dalam wadah bersih. ASI perah dapat bertahan 6-8 jam pada suhu ruang, 3-5 hari di kulkas, dan 6 bulan di freezer. Berikan ASI dengan sendok atau cangkir, bukan dot, untuk mencegah bingung puting.

Ibu menyusui perlu makan bergizi, istirahat cukup, dan menghindari stres. Dukungan keluarga sangat penting untuk keberhasilan ASI eksklusif. Bayi yang diberi ASI eksklusif memiliki sistem kekebalan lebih baik dan risiko kematian lebih rendah.

ASI eksklusif diberikan selama 6 bulan pertama tanpa cairan atau makanan pendamping. ASI mengandung antibodi, enzim, dan hormon yang melindungi bayi dari infeksi dan alergi. Inisiasi Menyusu Dini (IMD) dilakukan segera setelah bayi lahir untuk meningkatkan produksi ASI.",Kehamilan,Ditolak,227625,216351,,2026-03-23 17:38:26,2026-03-23 17:38:26
38,Bahaya Campak dan Rubella (Bagian 1),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Kehamilan,Draft,239694,,,2025-07-06 13:13:15,2025-07-06 13:13:15
39,Vaksin MR dan Polio (Bagian 1),"Vaksin MR melindungi dari campak (measles) dan rubella yang dapat menyebabkan kecacatan bawaan. Vaksin polio mencegah kelumpuhan akibat virus polio yang menyerang sistem saraf. Vaksin BCG diberikan untuk mencegah tuberkulosis berat pada anak.

Vaksin DPT-HB-Hib melindungi dari difteri, pertusis, tetanus, hepatitis B, dan Hib. Pastikan anak mendapatkan imunisasi lengkap sesuai jadwal untuk kekebalan optimal. Imunisasi merupakan hak anak dan kewajiban orang tua untuk melindungi generasi masa depan.

Kekebalan kelompok hanya tercapai jika cakupan imunisasi tinggi. Mari dukung program imunisasi nasional dengan membawa anak ke posyandu atau puskesmas terdekat. Imunisasi aman, efektif, dan gratis.",Gizi,Diarsipkan,211874,,,2025-11-30 00:23:59,2025-11-30 00:23:59
40,Manfaat Posyandu untuk Balita (Bagian 2),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Gizi,Diarsipkan,248094,,,2025-09-12 21:22:39,2025-09-12 21:22:39
41,Pencegahan Diare pada Anak (Bagian 2),"Jika anak diare, berikan oralit untuk mencegah dehidrasi. Teruskan ASI atau makanan lunak. Jangan memberikan obat diare tanpa resep dokter. Segera bawa ke fasilitas kesehatan jika diare disertai darah, muntah terus, atau sangat lemas.

Diare adalah buang air besar encer lebih dari 3 kali sehari. Penyebab diare antara lain infeksi virus, bakteri, atau parasit, juga bisa karena alergi makanan. Pencegahan diare: cuci tangan pakai sabun, konsumsi air bersih, dan imunisasi rotavirus.

Menjaga sanitasi lingkungan dan kebersihan makanan adalah kunci mencegah diare. Zinc dapat diberikan selama 10 hari berturut-turut untuk memperpendek durasi diare. Pastikan selalu tersedia air bersih di rumah.",Gizi,Dipublikasikan,207195,243549,2025-09-01,2026-03-15 04:31:40,2026-03-15 04:31:40
42,Deteksi Dini TBC pada Anak (Bagian 2),"Kontak erat dengan penderita TBC dewasa meningkatkan risiko penularan pada anak. Lingkungan rumah dengan ventilasi dan sinar matahari cukup membantu mencegah penularan. Segera periksa jika ada kontak dengan penderita TBC.

Pengobatan TBC anak harus tuntas minimal 6 bulan dengan kombinasi obat OAT (Obat Anti Tuberkulosis). Putus obat dapat menyebabkan resistensi dan kambuh. Orang tua harus memastikan anak minum obat secara teratur.

Tuberkulosis (TBC) pada anak dapat dicegah dengan vaksin BCG yang diberikan segera setelah lahir. Gejala TBC anak: batuk lebih dari 3 minggu, berat badan tidak naik, demam berkepanjangan, keringat malam tanpa aktivitas berat.",Kehamilan,Dipublikasikan,220144,202365,2025-07-10,2025-08-06 18:47:22,2025-08-06 18:47:22
43,Pentingnya Imunisasi Booster (Bagian 2),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Kehamilan,Menunggu Verifikasi,203349,,,2025-09-15 09:14:52,2025-09-15 09:14:52
44,Bahaya Campak dan Rubella (Bagian 2),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Imunisasi,Dipublikasikan,223505,216351,2026-01-30,2026-02-20 14:09:47,2026-02-20 14:09:47
45,Pemberian ASI Eksklusif (Bagian 2),"Ibu menyusui perlu makan bergizi, istirahat cukup, dan menghindari stres. Dukungan keluarga sangat penting untuk keberhasilan ASI eksklusif. Bayi yang diberi ASI eksklusif memiliki sistem kekebalan lebih baik dan risiko kematian lebih rendah.

Jika ibu bekerja, ASI dapat diperah dan disimpan dalam wadah bersih. ASI perah dapat bertahan 6-8 jam pada suhu ruang, 3-5 hari di kulkas, dan 6 bulan di freezer. Berikan ASI dengan sendok atau cangkir, bukan dot, untuk mencegah bingung puting.

ASI eksklusif diberikan selama 6 bulan pertama tanpa cairan atau makanan pendamping. ASI mengandung antibodi, enzim, dan hormon yang melindungi bayi dari infeksi dan alergi. Inisiasi Menyusu Dini (IMD) dilakukan segera setelah bayi lahir untuk meningkatkan produksi ASI.",Penyakit,Menunggu Verifikasi,237623,,,2025-12-21 09:57:21,2025-12-21 09:57:21
46,Pencegahan Stunting Sejak Dini (Bagian 2),"Stunting adalah kondisi gagal tumbuh pada anak akibat kekurangan gizi kronis dalam 1000 hari pertama kehidupan. Anak stunting memiliki tinggi badan di bawah standar usianya. Pencegahan stunting dimulai sejak masa kehamilan dengan asupan gizi yang cukup, pemberian ASI eksklusif 6 bulan, MPASI bergizi, dan imunisasi lengkap.

Stunting dapat dicegah dengan intervensi gizi spesifik dan sensitif. Intervensi spesifik meliputi suplementasi zat besi pada ibu hamil dan imunisasi. Intervensi sensitif meliputi penyediaan air bersih, sanitasi, dan jaminan sosial. Mari bersama-sama wujudkan generasi bebas stunting.

Pemantauan pertumbuhan di posyandu setiap bulan sangat penting untuk deteksi dini stunting. Ibu hamil perlu mengonsumsi tablet tambah darah dan makanan berprotein tinggi seperti telur, ikan, dan daging. Sanitasi yang buruk juga berkontribusi terhadap stunting, jadi jaga kebersihan lingkungan.",Penyakit,Menunggu Verifikasi,239722,,,2025-11-21 12:19:58,2025-11-21 12:19:58
47,Deteksi Dini TBC pada Anak (Bagian 2),"Pengobatan TBC anak harus tuntas minimal 6 bulan dengan kombinasi obat OAT (Obat Anti Tuberkulosis). Putus obat dapat menyebabkan resistensi dan kambuh. Orang tua harus memastikan anak minum obat secara teratur.

Tuberkulosis (TBC) pada anak dapat dicegah dengan vaksin BCG yang diberikan segera setelah lahir. Gejala TBC anak: batuk lebih dari 3 minggu, berat badan tidak naik, demam berkepanjangan, keringat malam tanpa aktivitas berat.

Kontak erat dengan penderita TBC dewasa meningkatkan risiko penularan pada anak. Lingkungan rumah dengan ventilasi dan sinar matahari cukup membantu mencegah penularan. Segera periksa jika ada kontak dengan penderita TBC.",Imunisasi,Diarsipkan,219554,,,2026-05-12 04:01:49,2026-05-12 04:01:49
48,Pemberian ASI Eksklusif (Bagian 2),"ASI eksklusif diberikan selama 6 bulan pertama tanpa cairan atau makanan pendamping. ASI mengandung antibodi, enzim, dan hormon yang melindungi bayi dari infeksi dan alergi. Inisiasi Menyusu Dini (IMD) dilakukan segera setelah bayi lahir untuk meningkatkan produksi ASI.

Jika ibu bekerja, ASI dapat diperah dan disimpan dalam wadah bersih. ASI perah dapat bertahan 6-8 jam pada suhu ruang, 3-5 hari di kulkas, dan 6 bulan di freezer. Berikan ASI dengan sendok atau cangkir, bukan dot, untuk mencegah bingung puting.

Ibu menyusui perlu makan bergizi, istirahat cukup, dan menghindari stres. Dukungan keluarga sangat penting untuk keberhasilan ASI eksklusif. Bayi yang diberi ASI eksklusif memiliki sistem kekebalan lebih baik dan risiko kematian lebih rendah.",Penyakit,Ditolak,235843,223459,,2026-02-02 00:21:50,2026-02-02 00:21:50
